"Commit Hash","Commit Message","File Name","Source Code Before File Path","Source Code After File Path","Diff File Path"
"33850c0ebd23ae615e6823993d441f46d80b1ff0","Initial checkin of stuff that exists so far.","layout.html","codes\33850c0ebd23ae615e6823993d441f46d80b1ff0_layout.html_before.txt","codes\33850c0ebd23ae615e6823993d441f46d80b1ff0_layout.html_after.txt","diffs\33850c0ebd23ae615e6823993d441f46d80b1ff0_layout.html_diff.txt"
"33850c0ebd23ae615e6823993d441f46d80b1ff0","Initial checkin of stuff that exists so far.","login.html","codes\33850c0ebd23ae615e6823993d441f46d80b1ff0_login.html_before.txt","codes\33850c0ebd23ae615e6823993d441f46d80b1ff0_login.html_after.txt","diffs\33850c0ebd23ae615e6823993d441f46d80b1ff0_login.html_diff.txt"
"33850c0ebd23ae615e6823993d441f46d80b1ff0","Initial checkin of stuff that exists so far.","register.html","codes\33850c0ebd23ae615e6823993d441f46d80b1ff0_register.html_before.txt","codes\33850c0ebd23ae615e6823993d441f46d80b1ff0_register.html_after.txt","diffs\33850c0ebd23ae615e6823993d441f46d80b1ff0_register.html_diff.txt"
"33850c0ebd23ae615e6823993d441f46d80b1ff0","Initial checkin of stuff that exists so far.","timeline.html","codes\33850c0ebd23ae615e6823993d441f46d80b1ff0_timeline.html_before.txt","codes\33850c0ebd23ae615e6823993d441f46d80b1ff0_timeline.html_after.txt","diffs\33850c0ebd23ae615e6823993d441f46d80b1ff0_timeline.html_diff.txt"
"33850c0ebd23ae615e6823993d441f46d80b1ff0","Initial checkin of stuff that exists so far.","flask.py","codes\33850c0ebd23ae615e6823993d441f46d80b1ff0_flask.py_before.txt","codes\33850c0ebd23ae615e6823993d441f46d80b1ff0_flask.py_after.txt","diffs\33850c0ebd23ae615e6823993d441f46d80b1ff0_flask.py_diff.txt"
"b15ad394279fc3b7f998fa56857f334a7c0156f6","Added setup.py and README","README","codes\b15ad394279fc3b7f998fa56857f334a7c0156f6_README_before.txt","codes\b15ad394279fc3b7f998fa56857f334a7c0156f6_README_after.txt","diffs\b15ad394279fc3b7f998fa56857f334a7c0156f6_README_diff.txt"
"b15ad394279fc3b7f998fa56857f334a7c0156f6","Added setup.py and README","setup.py","codes\b15ad394279fc3b7f998fa56857f334a7c0156f6_setup.py_before.txt","codes\b15ad394279fc3b7f998fa56857f334a7c0156f6_setup.py_after.txt","diffs\b15ad394279fc3b7f998fa56857f334a7c0156f6_setup.py_diff.txt"
"4ec7d2a0d8eac4f915dc0d38a886cd57045bb0c4","Started working on documentation.

So far just the stable parts :)",".gitignore","codes\4ec7d2a0d8eac4f915dc0d38a886cd57045bb0c4_.gitignore_before.txt","codes\4ec7d2a0d8eac4f915dc0d38a886cd57045bb0c4_.gitignore_after.txt","diffs\4ec7d2a0d8eac4f915dc0d38a886cd57045bb0c4_.gitignore_diff.txt"
"4ec7d2a0d8eac4f915dc0d38a886cd57045bb0c4","Started working on documentation.

So far just the stable parts :)",".gitignore","codes\4ec7d2a0d8eac4f915dc0d38a886cd57045bb0c4_.gitignore_before.txt","codes\4ec7d2a0d8eac4f915dc0d38a886cd57045bb0c4_.gitignore_after.txt","diffs\4ec7d2a0d8eac4f915dc0d38a886cd57045bb0c4_.gitignore_diff.txt"
"4ec7d2a0d8eac4f915dc0d38a886cd57045bb0c4","Started working on documentation.

So far just the stable parts :)","Makefile","codes\4ec7d2a0d8eac4f915dc0d38a886cd57045bb0c4_Makefile_before.txt","codes\4ec7d2a0d8eac4f915dc0d38a886cd57045bb0c4_Makefile_after.txt","diffs\4ec7d2a0d8eac4f915dc0d38a886cd57045bb0c4_Makefile_diff.txt"
"4ec7d2a0d8eac4f915dc0d38a886cd57045bb0c4","Started working on documentation.

So far just the stable parts :)","api.rst","codes\4ec7d2a0d8eac4f915dc0d38a886cd57045bb0c4_api.rst_before.txt","codes\4ec7d2a0d8eac4f915dc0d38a886cd57045bb0c4_api.rst_after.txt","diffs\4ec7d2a0d8eac4f915dc0d38a886cd57045bb0c4_api.rst_diff.txt"
"4ec7d2a0d8eac4f915dc0d38a886cd57045bb0c4","Started working on documentation.

So far just the stable parts :)","conf.py","codes\4ec7d2a0d8eac4f915dc0d38a886cd57045bb0c4_conf.py_before.txt","codes\4ec7d2a0d8eac4f915dc0d38a886cd57045bb0c4_conf.py_after.txt","diffs\4ec7d2a0d8eac4f915dc0d38a886cd57045bb0c4_conf.py_diff.txt"
"4ec7d2a0d8eac4f915dc0d38a886cd57045bb0c4","Started working on documentation.

So far just the stable parts :)","index.rst","codes\4ec7d2a0d8eac4f915dc0d38a886cd57045bb0c4_index.rst_before.txt","codes\4ec7d2a0d8eac4f915dc0d38a886cd57045bb0c4_index.rst_after.txt","diffs\4ec7d2a0d8eac4f915dc0d38a886cd57045bb0c4_index.rst_diff.txt"
"4ec7d2a0d8eac4f915dc0d38a886cd57045bb0c4","Started working on documentation.

So far just the stable parts :)","make.bat","codes\4ec7d2a0d8eac4f915dc0d38a886cd57045bb0c4_make.bat_before.txt","codes\4ec7d2a0d8eac4f915dc0d38a886cd57045bb0c4_make.bat_after.txt","diffs\4ec7d2a0d8eac4f915dc0d38a886cd57045bb0c4_make.bat_diff.txt"
"4ec7d2a0d8eac4f915dc0d38a886cd57045bb0c4","Started working on documentation.

So far just the stable parts :)","minitwit.py","codes\4ec7d2a0d8eac4f915dc0d38a886cd57045bb0c4_minitwit.py_before.txt","codes\4ec7d2a0d8eac4f915dc0d38a886cd57045bb0c4_minitwit.py_after.txt","diffs\4ec7d2a0d8eac4f915dc0d38a886cd57045bb0c4_minitwit.py_diff.txt"
"4ec7d2a0d8eac4f915dc0d38a886cd57045bb0c4","Started working on documentation.

So far just the stable parts :)","flask.py","codes\4ec7d2a0d8eac4f915dc0d38a886cd57045bb0c4_flask.py_before.txt","codes\4ec7d2a0d8eac4f915dc0d38a886cd57045bb0c4_flask.py_after.txt","diffs\4ec7d2a0d8eac4f915dc0d38a886cd57045bb0c4_flask.py_diff.txt"
"44b42e0fbd93d86e0f4e929bda8e5fb63e81035d","Added a README file for MiniTwit.","README","codes\44b42e0fbd93d86e0f4e929bda8e5fb63e81035d_README_before.txt","codes\44b42e0fbd93d86e0f4e929bda8e5fb63e81035d_README_after.txt","diffs\44b42e0fbd93d86e0f4e929bda8e5fb63e81035d_README_diff.txt"
"3b36bef2e6165bb4dad73d17f23ee1879e99f497","Improved documentation, added a contextmanager for request binding","api.rst","codes\3b36bef2e6165bb4dad73d17f23ee1879e99f497_api.rst_before.txt","codes\3b36bef2e6165bb4dad73d17f23ee1879e99f497_api.rst_after.txt","diffs\3b36bef2e6165bb4dad73d17f23ee1879e99f497_api.rst_diff.txt"
"3b36bef2e6165bb4dad73d17f23ee1879e99f497","Improved documentation, added a contextmanager for request binding","conf.py","codes\3b36bef2e6165bb4dad73d17f23ee1879e99f497_conf.py_before.txt","codes\3b36bef2e6165bb4dad73d17f23ee1879e99f497_conf.py_after.txt","diffs\3b36bef2e6165bb4dad73d17f23ee1879e99f497_conf.py_diff.txt"
"3b36bef2e6165bb4dad73d17f23ee1879e99f497","Improved documentation, added a contextmanager for request binding","minitwit.py","codes\3b36bef2e6165bb4dad73d17f23ee1879e99f497_minitwit.py_before.txt","codes\3b36bef2e6165bb4dad73d17f23ee1879e99f497_minitwit.py_after.txt","diffs\3b36bef2e6165bb4dad73d17f23ee1879e99f497_minitwit.py_diff.txt"
"3b36bef2e6165bb4dad73d17f23ee1879e99f497","Improved documentation, added a contextmanager for request binding","flask.py","codes\3b36bef2e6165bb4dad73d17f23ee1879e99f497_flask.py_before.txt","codes\3b36bef2e6165bb4dad73d17f23ee1879e99f497_flask.py_after.txt","diffs\3b36bef2e6165bb4dad73d17f23ee1879e99f497_flask.py_diff.txt"
"4aa76212d1be9b17a57249549c2a73fb10b6cda8","Updated documentation.  Starting to look pretty good","api.rst","codes\4aa76212d1be9b17a57249549c2a73fb10b6cda8_api.rst_before.txt","codes\4aa76212d1be9b17a57249549c2a73fb10b6cda8_api.rst_after.txt","diffs\4aa76212d1be9b17a57249549c2a73fb10b6cda8_api.rst_diff.txt"
"4aa76212d1be9b17a57249549c2a73fb10b6cda8","Updated documentation.  Starting to look pretty good","index.rst","codes\4aa76212d1be9b17a57249549c2a73fb10b6cda8_index.rst_before.txt","codes\4aa76212d1be9b17a57249549c2a73fb10b6cda8_index.rst_after.txt","diffs\4aa76212d1be9b17a57249549c2a73fb10b6cda8_index.rst_diff.txt"
"4aa76212d1be9b17a57249549c2a73fb10b6cda8","Updated documentation.  Starting to look pretty good","installation.rst","codes\4aa76212d1be9b17a57249549c2a73fb10b6cda8_installation.rst_before.txt","codes\4aa76212d1be9b17a57249549c2a73fb10b6cda8_installation.rst_after.txt","diffs\4aa76212d1be9b17a57249549c2a73fb10b6cda8_installation.rst_diff.txt"
"4aa76212d1be9b17a57249549c2a73fb10b6cda8","Updated documentation.  Starting to look pretty good","quickstart.rst","codes\4aa76212d1be9b17a57249549c2a73fb10b6cda8_quickstart.rst_before.txt","codes\4aa76212d1be9b17a57249549c2a73fb10b6cda8_quickstart.rst_after.txt","diffs\4aa76212d1be9b17a57249549c2a73fb10b6cda8_quickstart.rst_diff.txt"
"4aa76212d1be9b17a57249549c2a73fb10b6cda8","Updated documentation.  Starting to look pretty good","minitwit.py","codes\4aa76212d1be9b17a57249549c2a73fb10b6cda8_minitwit.py_before.txt","codes\4aa76212d1be9b17a57249549c2a73fb10b6cda8_minitwit.py_after.txt","diffs\4aa76212d1be9b17a57249549c2a73fb10b6cda8_minitwit.py_diff.txt"
"4aa76212d1be9b17a57249549c2a73fb10b6cda8","Updated documentation.  Starting to look pretty good","flask.py","codes\4aa76212d1be9b17a57249549c2a73fb10b6cda8_flask.py_before.txt","codes\4aa76212d1be9b17a57249549c2a73fb10b6cda8_flask.py_after.txt","diffs\4aa76212d1be9b17a57249549c2a73fb10b6cda8_flask.py_diff.txt"
"625eba4bb403296a8bbc1e72cc9cf4a5126f6c02","Heavily improved quickstart section.","quickstart.rst","codes\625eba4bb403296a8bbc1e72cc9cf4a5126f6c02_quickstart.rst_before.txt","codes\625eba4bb403296a8bbc1e72cc9cf4a5126f6c02_quickstart.rst_after.txt","diffs\625eba4bb403296a8bbc1e72cc9cf4a5126f6c02_quickstart.rst_diff.txt"
"4edec48b74dbb9d571e927b69b24c30ec0624975","Added installation docs","installation.rst","codes\4edec48b74dbb9d571e927b69b24c30ec0624975_installation.rst_before.txt","codes\4edec48b74dbb9d571e927b69b24c30ec0624975_installation.rst_after.txt","diffs\4edec48b74dbb9d571e927b69b24c30ec0624975_installation.rst_diff.txt"
"727c701686c18c4a27ca523eb0c5862d497be24e","And finished documentation for most parts.","api.rst","codes\727c701686c18c4a27ca523eb0c5862d497be24e_api.rst_before.txt","codes\727c701686c18c4a27ca523eb0c5862d497be24e_api.rst_after.txt","diffs\727c701686c18c4a27ca523eb0c5862d497be24e_api.rst_diff.txt"
"727c701686c18c4a27ca523eb0c5862d497be24e","And finished documentation for most parts.","index.rst","codes\727c701686c18c4a27ca523eb0c5862d497be24e_index.rst_before.txt","codes\727c701686c18c4a27ca523eb0c5862d497be24e_index.rst_after.txt","diffs\727c701686c18c4a27ca523eb0c5862d497be24e_index.rst_diff.txt"
"727c701686c18c4a27ca523eb0c5862d497be24e","And finished documentation for most parts.","patterns.rst","codes\727c701686c18c4a27ca523eb0c5862d497be24e_patterns.rst_before.txt","codes\727c701686c18c4a27ca523eb0c5862d497be24e_patterns.rst_after.txt","diffs\727c701686c18c4a27ca523eb0c5862d497be24e_patterns.rst_diff.txt"
"727c701686c18c4a27ca523eb0c5862d497be24e","And finished documentation for most parts.","quickstart.rst","codes\727c701686c18c4a27ca523eb0c5862d497be24e_quickstart.rst_before.txt","codes\727c701686c18c4a27ca523eb0c5862d497be24e_quickstart.rst_after.txt","diffs\727c701686c18c4a27ca523eb0c5862d497be24e_quickstart.rst_diff.txt"
"727c701686c18c4a27ca523eb0c5862d497be24e","And finished documentation for most parts.","minitwit.py","codes\727c701686c18c4a27ca523eb0c5862d497be24e_minitwit.py_before.txt","codes\727c701686c18c4a27ca523eb0c5862d497be24e_minitwit.py_after.txt","diffs\727c701686c18c4a27ca523eb0c5862d497be24e_minitwit.py_diff.txt"
"a9d4ea81da28ee9c894bf9d45adc4cfa9d52fddc","Flashing -> patterns documentation","patterns.rst","codes\a9d4ea81da28ee9c894bf9d45adc4cfa9d52fddc_patterns.rst_before.txt","codes\a9d4ea81da28ee9c894bf9d45adc4cfa9d52fddc_patterns.rst_after.txt","diffs\a9d4ea81da28ee9c894bf9d45adc4cfa9d52fddc_patterns.rst_diff.txt"
"a9d4ea81da28ee9c894bf9d45adc4cfa9d52fddc","Flashing -> patterns documentation","quickstart.rst","codes\a9d4ea81da28ee9c894bf9d45adc4cfa9d52fddc_quickstart.rst_before.txt","codes\a9d4ea81da28ee9c894bf9d45adc4cfa9d52fddc_quickstart.rst_after.txt","diffs\a9d4ea81da28ee9c894bf9d45adc4cfa9d52fddc_quickstart.rst_diff.txt"
"7d6b8e9ab3e738d69e39ad53a7c0f6a552d5284a","Documented non-decorator uses of registation.","flask.py","codes\7d6b8e9ab3e738d69e39ad53a7c0f6a552d5284a_flask.py_before.txt","codes\7d6b8e9ab3e738d69e39ad53a7c0f6a552d5284a_flask.py_after.txt","diffs\7d6b8e9ab3e738d69e39ad53a7c0f6a552d5284a_flask.py_diff.txt"
"3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6","Added docs, fixed some bugs I introduced last commit","logo-full.svg","codes\3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6_logo-full.svg_before.txt","codes\3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6_logo-full.svg_after.txt","diffs\3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6_logo-full.svg_diff.txt"
"3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6","Added docs, fixed some bugs I introduced last commit","flask.png","codes\3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6_flask.png_before.txt","codes\3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6_flask.png_after.txt","diffs\3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6_flask.png_diff.txt"
"3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6","Added docs, fixed some bugs I introduced last commit","logo-full.png","codes\3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6_logo-full.png_before.txt","codes\3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6_logo-full.png_after.txt","diffs\3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6_logo-full.png_diff.txt"
"3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6","Added docs, fixed some bugs I introduced last commit","sidebarintro.html","codes\3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6_sidebarintro.html_before.txt","codes\3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6_sidebarintro.html_after.txt","diffs\3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6_sidebarintro.html_diff.txt"
"3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6","Added docs, fixed some bugs I introduced last commit","sidebarlogo.html","codes\3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6_sidebarlogo.html_before.txt","codes\3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6_sidebarlogo.html_after.txt","diffs\3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6_sidebarlogo.html_diff.txt"
"3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6","Added docs, fixed some bugs I introduced last commit","flasky.css_t","codes\3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6_flasky.css_t_before.txt","codes\3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6_flasky.css_t_after.txt","diffs\3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6_flasky.css_t_diff.txt"
"3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6","Added docs, fixed some bugs I introduced last commit","theme.conf","codes\3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6_theme.conf_before.txt","codes\3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6_theme.conf_after.txt","diffs\3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6_theme.conf_diff.txt"
"3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6","Added docs, fixed some bugs I introduced last commit","becomingbig.rst","codes\3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6_becomingbig.rst_before.txt","codes\3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6_becomingbig.rst_after.txt","diffs\3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6_becomingbig.rst_diff.txt"
"3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6","Added docs, fixed some bugs I introduced last commit","conf.py","codes\3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6_conf.py_before.txt","codes\3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6_conf.py_after.txt","diffs\3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6_conf.py_diff.txt"
"3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6","Added docs, fixed some bugs I introduced last commit","flaskext.py","codes\3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6_flaskext.py_before.txt","codes\3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6_flaskext.py_after.txt","diffs\3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6_flaskext.py_diff.txt"
"3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6","Added docs, fixed some bugs I introduced last commit","foreword.rst","codes\3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6_foreword.rst_before.txt","codes\3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6_foreword.rst_after.txt","diffs\3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6_foreword.rst_diff.txt"
"3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6","Added docs, fixed some bugs I introduced last commit","index.rst","codes\3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6_index.rst_before.txt","codes\3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6_index.rst_after.txt","diffs\3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6_index.rst_diff.txt"
"3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6","Added docs, fixed some bugs I introduced last commit","flask.py","codes\3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6_flask.py_before.txt","codes\3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6_flask.py_after.txt","diffs\3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6_flask.py_diff.txt"
"9dfab582d065521e9350327801ed2c5ced1c8fa1","Updated README","README","codes\9dfab582d065521e9350327801ed2c5ced1c8fa1_README_before.txt","codes\9dfab582d065521e9350327801ed2c5ced1c8fa1_README_after.txt","diffs\9dfab582d065521e9350327801ed2c5ced1c8fa1_README_diff.txt"
"8e9bd5f009bb8756a2a7d76a4b792323eeee49d6","Fixed a typo","index.rst","codes\8e9bd5f009bb8756a2a7d76a4b792323eeee49d6_index.rst_before.txt","codes\8e9bd5f009bb8756a2a7d76a4b792323eeee49d6_index.rst_after.txt","diffs\8e9bd5f009bb8756a2a7d76a4b792323eeee49d6_index.rst_diff.txt"
"4e1b3e1134eb478563bc434d794085d0a412cb84","set secret key :)","quickstart.rst","codes\4e1b3e1134eb478563bc434d794085d0a412cb84_quickstart.rst_before.txt","codes\4e1b3e1134eb478563bc434d794085d0a412cb84_quickstart.rst_after.txt","diffs\4e1b3e1134eb478563bc434d794085d0a412cb84_quickstart.rst_diff.txt"
"05f36c7f7e2df36ee28f90d99632162579b1287c","Heavily improved documentation","sidebarintro.html","codes\05f36c7f7e2df36ee28f90d99632162579b1287c_sidebarintro.html_before.txt","codes\05f36c7f7e2df36ee28f90d99632162579b1287c_sidebarintro.html_after.txt","diffs\05f36c7f7e2df36ee28f90d99632162579b1287c_sidebarintro.html_diff.txt"
"05f36c7f7e2df36ee28f90d99632162579b1287c","Heavily improved documentation","flasky.css_t","codes\05f36c7f7e2df36ee28f90d99632162579b1287c_flasky.css_t_before.txt","codes\05f36c7f7e2df36ee28f90d99632162579b1287c_flasky.css_t_after.txt","diffs\05f36c7f7e2df36ee28f90d99632162579b1287c_flasky.css_t_diff.txt"
"05f36c7f7e2df36ee28f90d99632162579b1287c","Heavily improved documentation","api.rst","codes\05f36c7f7e2df36ee28f90d99632162579b1287c_api.rst_before.txt","codes\05f36c7f7e2df36ee28f90d99632162579b1287c_api.rst_after.txt","diffs\05f36c7f7e2df36ee28f90d99632162579b1287c_api.rst_diff.txt"
"05f36c7f7e2df36ee28f90d99632162579b1287c","Heavily improved documentation","deploying.rst","codes\05f36c7f7e2df36ee28f90d99632162579b1287c_deploying.rst_before.txt","codes\05f36c7f7e2df36ee28f90d99632162579b1287c_deploying.rst_after.txt","diffs\05f36c7f7e2df36ee28f90d99632162579b1287c_deploying.rst_diff.txt"
"05f36c7f7e2df36ee28f90d99632162579b1287c","Heavily improved documentation","flaskext.py","codes\05f36c7f7e2df36ee28f90d99632162579b1287c_flaskext.py_before.txt","codes\05f36c7f7e2df36ee28f90d99632162579b1287c_flaskext.py_after.txt","diffs\05f36c7f7e2df36ee28f90d99632162579b1287c_flaskext.py_diff.txt"
"05f36c7f7e2df36ee28f90d99632162579b1287c","Heavily improved documentation","foreword.rst","codes\05f36c7f7e2df36ee28f90d99632162579b1287c_foreword.rst_before.txt","codes\05f36c7f7e2df36ee28f90d99632162579b1287c_foreword.rst_after.txt","diffs\05f36c7f7e2df36ee28f90d99632162579b1287c_foreword.rst_diff.txt"
"05f36c7f7e2df36ee28f90d99632162579b1287c","Heavily improved documentation","index.rst","codes\05f36c7f7e2df36ee28f90d99632162579b1287c_index.rst_before.txt","codes\05f36c7f7e2df36ee28f90d99632162579b1287c_index.rst_after.txt","diffs\05f36c7f7e2df36ee28f90d99632162579b1287c_index.rst_diff.txt"
"05f36c7f7e2df36ee28f90d99632162579b1287c","Heavily improved documentation","installation.rst","codes\05f36c7f7e2df36ee28f90d99632162579b1287c_installation.rst_before.txt","codes\05f36c7f7e2df36ee28f90d99632162579b1287c_installation.rst_after.txt","diffs\05f36c7f7e2df36ee28f90d99632162579b1287c_installation.rst_diff.txt"
"05f36c7f7e2df36ee28f90d99632162579b1287c","Heavily improved documentation","quickstart.rst","codes\05f36c7f7e2df36ee28f90d99632162579b1287c_quickstart.rst_before.txt","codes\05f36c7f7e2df36ee28f90d99632162579b1287c_quickstart.rst_after.txt","diffs\05f36c7f7e2df36ee28f90d99632162579b1287c_quickstart.rst_diff.txt"
"05f36c7f7e2df36ee28f90d99632162579b1287c","Heavily improved documentation","flask.py","codes\05f36c7f7e2df36ee28f90d99632162579b1287c_flask.py_before.txt","codes\05f36c7f7e2df36ee28f90d99632162579b1287c_flask.py_after.txt","diffs\05f36c7f7e2df36ee28f90d99632162579b1287c_flask.py_diff.txt"
"1fff3e598126a084348ec2c112fdd3bc6b9a1ee0","Fixed a doc display bug and setup.py workaround for dev version.","flasky.css_t","codes\1fff3e598126a084348ec2c112fdd3bc6b9a1ee0_flasky.css_t_before.txt","codes\1fff3e598126a084348ec2c112fdd3bc6b9a1ee0_flasky.css_t_after.txt","diffs\1fff3e598126a084348ec2c112fdd3bc6b9a1ee0_flasky.css_t_diff.txt"
"1fff3e598126a084348ec2c112fdd3bc6b9a1ee0","Fixed a doc display bug and setup.py workaround for dev version.","deploying.rst","codes\1fff3e598126a084348ec2c112fdd3bc6b9a1ee0_deploying.rst_before.txt","codes\1fff3e598126a084348ec2c112fdd3bc6b9a1ee0_deploying.rst_after.txt","diffs\1fff3e598126a084348ec2c112fdd3bc6b9a1ee0_deploying.rst_diff.txt"
"1fff3e598126a084348ec2c112fdd3bc6b9a1ee0","Fixed a doc display bug and setup.py workaround for dev version.","setup.py","codes\1fff3e598126a084348ec2c112fdd3bc6b9a1ee0_setup.py_before.txt","codes\1fff3e598126a084348ec2c112fdd3bc6b9a1ee0_setup.py_after.txt","diffs\1fff3e598126a084348ec2c112fdd3bc6b9a1ee0_setup.py_diff.txt"
